car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,normal_hours,other_hours
BE10,BLKS 168-180 BISHAN STREET 13,1.347741037,103.8532954,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE11,BLK 181-186 BISHAN STREET 13,1.349779455,103.8530414,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE12,BLK 187-197 BISHAN STREET 13,1.350013584,103.850963,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
BE13,BLK 135A BISHAN STREET 12,1.344885541,103.8515276,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BE14,BLK 167A BISHAN STREET 13,1.347059123,103.8554317,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BE15,BLK 152A BISHAN STREET 11,1.345162758,103.8548382,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N,0.6,0.6
BE16,BISHAN PARK I,1.364299477,103.8350609,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BE17,BISHAN PARK II,1.363007748,103.8476785,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BE18,BLK 441-455 SIN MING/BRIGHT HILL DRIVE,1.358351091,103.8310862,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE19,BLK 503/504 BISHAN STREET 11,1.34885537,103.8482018,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BE20,BLK 505 BISHAN STREET 11,1.348891504,103.8486648,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,0.6,0.6
BE21,BLK 506/509 BISHAN STREET 11,1.348624675,103.8490405,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BE22,BLK 511/513 BISHAN STREET 13,1.349436594,103.849655,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE23,BLK 514 BISHAN STREET 13,1.350095907,103.8497629,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.8,N,0.6,0.6
BE24,BLK 201/206 BISHAN STREET 23,1.35533231,103.8474828,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE25,BLK 207A BISHAN STREET 23,1.355154368,103.8483089,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BE26,BLK 207/212/216/217 BISHAN STREET 23,1.355895235,103.8484567,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
BE27,BLK 212A BISHAN STREET 23,1.356656214,103.8486311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BE28,"BLK 213-215,218-227 BISHAN STREET 23",1.357925784,103.8480504,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE29,BLK 228-231 BISHAN STREET 23,1.3574527,103.8459009,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE3,BLK 401-408 SIN MING AVE,1.36236382,103.8344066,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE3R,BLK 410A SIN MING AVE,1.363185745,103.8354758,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.1,N,0.6,0.6
BE30,BLK 231A BISHAN STREET 23,1.357463972,103.8464453,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BE31,BLK 232-237 BISHAN STREET 22,1.358866864,103.8460952,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
BE32,BLK 237A BISHAN STREET 22,1.359171016,103.8466725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BE33,BLK 238-245 BISHAN STREET 22,1.3601707,103.8448201,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE34,BLK 246A BISHAN STREET 22,1.360961036,103.8436216,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.85,N,0.6,0.6
BE35,BLK 246-256 BISHAN STREET 22,1.361420683,103.8430845,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE36,BLK 278-281 BISHAN STREET 24,1.35749517,103.8445354,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
BE37,BLK 282 BISHAN STREET 22,1.358007941,103.8444208,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.95,N,0.6,0.6
BE38,BLK 283/284 BISHAN STREET 22,1.35889863,103.8445665,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
BE39,BLK 263A BISHAN STREET 22,1.359196402,103.8419713,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N,0.6,0.6
BE4,BLK 101-116 BISHAN STREET 12,1.346495537,103.8483778,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE40,BLK 268A BISHAN STREET 24,1.357311178,103.8426402,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
BE42,BLK 290A BISHAN STREET 24,1.355561781,103.8445481,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BE44,BLK 448A BRIGHT HILL DRIVE,1.357830822,103.8316301,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BE45,BLK 275 BISHAN ST 24,1.356308344,103.8436738,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N,0.6,0.6
BE5,BLK 117-134 BISHAN STREET 12,1.346177376,103.8509611,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE6,BLK 135/138 BISHAN STREET 12,1.344748214,103.8518833,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE7,BLK 139-144 BISHAN STREET 12,1.345004699,103.8530229,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BE8,"BLK 145-150A, 151 BISHAN STREET 11",1.344436392,103.8553148,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BE9,BLK 153-167 BISHAN STREET 13,1.347170262,103.8561828,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BH1,BLK 1 THOMSON ROAD,1.324991365,103.8424599,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BH2,BLK 2 BALESTIER ROAD,1.326045973,103.8427613,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BJAL,BLK 517 - 519 JELAPANG ROAD,1.387946363,103.7659717,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJBL,BLK 533 - 534 BUKIT PANJANG RING ROAD,1.383974565,103.7638803,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJMP,BLK 259B BANGKIT ROAD,1.377766424,103.7735152,MECHANISED CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,15,2.15,N,0.6,0.6
BJ1,BLK 130-140 CASHEW ROAD,1.37395668,103.769323,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,1.378939287,103.7706552,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,1.380763687,103.7718799,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
BJ12,BLK 246-255 BANGKIT ROAD,1.380253263,103.7744886,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
BJ13,BLK 270-277 BANGKIT ROAD,1.377003622,103.7747788,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
BJ14,BLK 257 BANGKIT ROAD,1.378986938,103.7735291,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
BJ15,BLK 259A BANGKIT ROAD,1.377494482,103.7737819,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,3,N,0.6,0.6
BJ16,BLK 259A BANGKIT ROAD,1.377506517,103.7736203,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
BJ17,BLK 401A FAJAR ROAD,1.381250233,103.7689457,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BJ18,BLK 401-408 FAJAR ROAD,1.38096997,103.7681115,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
BJ19,BLK 409-419 FAJAR ROAD,1.384033759,103.7683839,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJ2,BLK 141-151 GANGSA/PETIR ROAD,1.376135031,103.7666613,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJ20,BLK 420-426 FAJAR ROAD,1.386057947,103.7697817,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,1.38594478,103.770672,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJ22,BLK 256/257/260 BANGKIT ROAD,1.378293708,103.7735031,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
BJ23,BLK 258 BUKIT PANJANG RING ROAD,1.377634551,103.7729511,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
BJ24,BLK 436-441 FAJAR ROAD,1.383267484,103.7704683,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJ25,BLK 453A FAJAR ROAD,1.38489913,103.7717252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ26,BLK 449A BUKIT PANJANG RING ROAD,1.383809074,103.7726994,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ27,BLK 442A FAJAR ROAD,1.382640538,103.7709504,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ28,BLK 170A LOMPANG ROAD,1.378924834,103.765546,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,0.6,0.6
BJ29,BLK 505A JELAPANG ROAD,1.384938092,103.7676831,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,1.377310194,103.7693773,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
BJ30,BLK 510A JELAPANG ROAD,1.387029282,103.7689793,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ31,BLK 513A JELAPANG ROAD,1.387938894,103.767478,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,2,2.15,N,0.6,0.6
BJ32,BLK 518A JELAPANG ROAD,1.386563986,103.7669356,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ33,BLK 234A BUKIT PANJANG RING ROAD,1.379119502,103.7720111,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ34,BLK 517A JELAPANG ROAD,1.387796061,103.7665178,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,0.6,0.6
BJ35,BLK 521A JELAPANG ROAD,1.38704149,103.7659137,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,0.6,0.6
BJ36,BLK 525A JELAPANG ROAD,1.386270399,103.7653387,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,0.6,0.6
BJ37,BLK 529A JELAPANG ROAD,1.385432102,103.7646849,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ38,BLK 533A BUKIT PANJANG RING ROAD,1.385136691,103.7634266,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
BJ39,BLK 537A BUKIT PANJANG RING ROAD,1.384231798,103.7628601,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
BJ4,BLK 219/233 PETIR ROAD,1.375531377,103.7722579,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BJ40,BLK 541A BUKIT PANJANG RING ROAD,1.382825788,103.7629016,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,0.6,0.6
BJ41,BLK 152A GANGSA ROAD,1.37551205,103.7654545,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ42,BLK 163A GANGSA ROAD,1.376921278,103.7642864,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ43,BLK 603A SENJA ROAD,1.381720446,103.7616776,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ44,BLK 177A LOMPANG ROAD,1.380648941,103.7649868,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,9,2.15,N,0.6,0.6
BJ45,BLK 180A LOMPANG ROAD,1.378687961,103.7650088,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,0.6,0.6
BJ48,BLK 651A SENJA LINK,1.38718579,103.764603,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,0.6,0.6
BJ49,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD,1.38489746,103.7614868,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,0.6,0.6
BJ5,BLK 225A PETIR ROAD MSCP,1.374991553,103.7730772,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BJ50,BLK 468A SEGAR ROAD,1.388183998,103.7736889,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ51,BLK 181A JELEBU ROAD,1.379398409,103.7634643,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,0.6,0.6
BJ52,BLK 185A JELEBU ROAD,1.379113361,103.7626379,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,0.6,0.6
BJ53,BLK 480A SEGAR ROAD,1.389802808,103.7719321,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
BJ54,BLK 476A SEGAR ROAD,1.389047809,103.7735001,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
BJ55,BLK 625A SENJA ROAD,1.386282945,103.760777,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,0.6,0.6
BJ56,BLK 629A SENJA ROAD,1.385891216,103.7589498,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,0.6,0.6
BJ57,BLK 628 SENJA RD,1.385251203,103.7601704,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
BJ58,BLK 455A SEGAR ROAD,1.38752443,103.7712726,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
BJ59,BLK 488A SEGAR ROAD,1.389865084,103.7712642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ6,BLK 217A PETIR ROAD MSCP,1.374171406,103.7744063,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
BJ60,BLK 547 SEGAR ROAD,1.38829141,103.7694999,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,0.6,0.6
BJ61,BLK 548 SEGAR ROAD,1.388997319,103.7678313,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
BJ62,BLK 454 FAJAR ROAD,1.384268625,103.7713963,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
BJ63,BLK 443 FAJAR ROAD,1.381315511,103.7702911,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ65,BLK 632 SENJA ROAD,1.384704157,103.7587614,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N,0.6,0.6
BJ66,BLK 634 SENJA ROAD,1.386248576,103.7577026,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ67,BLK 636 SENJA ROAD,1.387349956,103.7579829,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BJ68,BLK 422A FAJAR ROAD,1.385381725,103.7699702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BJ8,BLK 201/218 PETIR ROAD,1.374699731,103.7735958,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BKE1,BLK 668 CHANDER ROAD,1.307818931,103.8515963,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
BKE2,BLK 681/682 RACE COURSE ROAD,1.314128097,103.85548,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,2.3,N,0.6,0.6
BKE3,BLK 682/683 RACE COURSE ROAD,1.31441523,103.8558008,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,2.3,N,0.6,0.6
BKE4,BLK 684/685 RACE COURSE ROAD,1.31445037,103.856841,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
BKE7,BLK 678 PERUMAL ROAD,1.312612957,103.855322,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,0.6,0.6
BKE9,BLK 668 CHANDER ROAD,1.307337213,103.8514638,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
BKRM,BLK 6A BOON KENG ROAD,1.317276303,103.8613681,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,0.6,0.6
BLM,BLK 10 BENDEMEER ROAD,1.31550644,103.8609587,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,0.6,0.6
BL10,BLK 188/191 BOON LAY DRIVE,1.343761841,103.7114251,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
BL13,BLK 198/206 BOON LAY DRIVE,1.344692588,103.7150352,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BL15,BLK 257A BOON LAY DRIVE,1.34597152,103.7075622,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
BL17,BLK 268 BOON LAY DRIVE,1.347871241,103.7077407,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BL18,BLK 208A BOON LAY PLACE,1.346549556,103.7144238,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BL19,BLK 212A BOON LAY PLACE,1.348777281,103.7133457,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BL20,180 BOON LAY DRIVE,1.348098254,103.7081753,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
BL21,183 BOON LAY AVENUE,1.349256843,103.7093738,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
BL22,196 BOON LAY DR,1.342543506,103.7137499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
BL23,216 BOON LAY AVE,1.349560589,103.7115798,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N,0.6,0.6
BL3,BLK 174/179 BOON LAY DRIVE,1.346874708,103.7092346,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
BL8,BLK 221 BOON LAY PLACE,1.345425134,103.7133909,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
BL8L,BLK 221 BL8 BOON LAY PLACE,1.346224586,103.7120638,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,0.6,0.6
BL9,BLK 185/187 BOON LAY AVE,1.34587087,103.71072,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.15,N,0.6,0.6
